customer_id,Frequency,Monetary,F_Score,M_Score,RFM_Score
12720.0,533,8047.88,4,4,44
12721.0,254,3906.68,4,4,44
12722.0,57,904.33,3,3,33
12723.0,69,725.07,3,2,32
12724.0,129,2317.52,3,4,34
12725.0,130,2694.56,3,4,34
12726.0,179,4014.6,4,4,44
12727.0,205,5646.53,4,4,44
12728.0,61,1070.17,3,3,33
12729.0,26,453.01,2,2,22
12730.0,47,829.25,2,2,22
12731.0,396,25673.21,4,4,44
12732.0,12,236.26000000000002,1,1,11
12733.0,162,2326.82,4,4,44
12734.0,19,639.65,1,2,12
12735.0,43,779.5699999999999,2,2,22
12736.0,4,234.0,1,1,11
12737.0,2,3710.5,1,4,14
12738.0,22,310.7,2,1,21
12739.0,89,2726.73,3,4,34
12740.0,27,427.6,2,2,22
12741.0,16,406.07,1,2,12
12742.0,68,1185.02,3,3,33
12743.0,134,546.43,3,2,32
12744.0,346,13158.16,4,4,44
12745.0,23,925.41,2,3,23
12746.0,20,230.85,1,1,11
12747.0,265,9164.59,4,4,44
12748.0,7307,49970.13,4,4,44
12749.0,398,6328.49,4,4,44
12750.0,15,275.88,1,1,11
12751.0,62,268.27,3,1,31
12752.0,53,4366.78,2,4,24
12753.0,230,21024.01,4,4,44
12754.0,65,2949.12,3,4,34
12755.0,117,6406.35,3,4,34
12756.0,4,112.08,1,1,11
12757.0,377,4227.7,4,4,44
12758.0,317,9779.0,4,4,44
12759.0,302,5020.74,4,4,44
12760.0,21,347.8,1,2,12
12761.0,27,782.95,2,2,22
12762.0,69,1898.52,3,3,33
12763.0,34,814.16,2,2,22
12764.0,45,1693.88,2,3,23
12765.0,68,1404.58,3,3,33
12766.0,459,10026.43,4,4,44
12767.0,43,949.82,2,3,23
12768.0,20,0.0,1,1,11
12769.0,32,1143.6,2,3,23
12770.0,37,2975.95,2,4,24
12771.0,16,262.5,1,1,11
12772.0,55,892.47,3,3,33
12773.0,12,1.7763568394002505e-15,1,1,11
12774.0,6,98.7,1,1,11
12775.0,82,1651.32,3,3,33
12776.0,4,55.5,1,1,11
12777.0,26,519.45,2,2,22
12778.0,115,1757.68,3,3,33
12779.0,295,6406.76,4,4,44
12780.0,20,337.4,1,2,12
12781.0,30,707.72,2,2,22
12782.0,241,4526.04,4,4,44
12783.0,86,1603.87,3,3,33
12784.0,131,1804.75,3,3,33
12785.0,58,1079.31,3,3,33
12786.0,18,728.5000000000001,1,2,12
12787.0,45,859.1800000000001,2,3,23
12788.0,26,444.90000000000003,2,2,22
12789.0,8,273.35,1,1,11
12790.0,40,563.45,2,2,22
12791.0,32,777.75,2,2,22
12792.0,48,813.88,2,2,22
12793.0,51,1017.33,2,3,23
12794.0,45,860.41,2,3,23
12795.0,14,430.48,1,2,12
12796.0,7,381.0,1,2,12
12797.0,49,725.46,2,2,22
12798.0,33,8510.93,2,4,24
12799.0,15,219.35,1,1,11
12800.0,34,584.25,2,2,22
12801.0,51,1031.8700000000001,2,3,23
12802.0,140,2350.42,3,4,34
12803.0,55,1092.81,3,3,33
12804.0,67,327.02,3,2,32
12805.0,58,1434.95,3,3,33
12806.0,67,2878.96,3,4,34
12807.0,18,269.95,1,1,11
12808.0,54,906.1,3,3,33
12809.0,89,1705.34,3,3,33
12810.0,32,534.99,2,2,22
12811.0,56,1033.9,3,3,33
12812.0,15,229.64000000000001,1,1,11
12813.0,45,1687.8,2,3,23
12814.0,2,125.92,1,1,11
12815.0,47,1063.46,2,3,23
12816.0,29,572.2,2,2,22
12817.0,25,690.98,2,2,22
12818.0,16,1517.88,1,3,13
12819.0,19,540.52,1,2,12
12820.0,163,2647.94,4,4,44
12821.0,13,220.8,1,1,11
12822.0,47,918.98,2,3,23
12823.0,18,6501.5,1,4,14
12824.0,25,397.12,2,2,22
12825.0,24,518.63,2,2,22
12826.0,171,2928.69,4,4,44
12827.0,25,430.15,2,2,22
12828.0,56,1018.71,3,3,33
12829.0,20,345.35,1,2,12
12830.0,39,6748.4,2,4,24
12831.0,22,451.11,2,2,22
12832.0,27,383.03000000000003,2,2,22
12833.0,24,417.38,2,2,22
12834.0,18,312.38,1,1,11
12835.0,630,6018.67,4,4,44
12836.0,418,6546.47,4,4,44
12837.0,92,688.41,3,2,32
12838.0,427,3376.03,4,4,44
12839.0,586,9927.83,4,4,44
12840.0,181,4013.87,4,4,44
12841.0,722,7390.4800000000005,4,4,44
12842.0,48,1917.99,2,3,23
12843.0,230,6345.61,4,4,44
12844.0,103,648.6,3,2,32
12845.0,27,354.09000000000003,2,2,22
12846.0,1,15.58,1,1,11
12847.0,126,1636.8999999999999,3,3,33
12848.0,16,208.0,1,1,11
12849.0,148,3090.56,4,4,44
12850.0,2,330.0,1,2,12
12851.0,80,284.13,3,1,31
12852.0,20,299.75,1,1,11
12853.0,157,3728.5,4,4,44
12854.0,275,2922.37,4,4,44
12855.0,70,650.94,3,2,32
12856.0,317,2162.68,4,3,43
12857.0,122,3684.25,3,4,34
12858.0,50,151.73,2,1,21
12859.0,21,575.1,1,2,12
12860.0,17,55.47,1,1,11
12861.0,4,68.25,1,1,11
12862.0,133,1008.32,3,3,33
12863.0,49,2775.55,2,4,24
12864.0,7,299.57,1,1,11
12865.0,196,3303.31,4,4,44
12866.0,63,1227.35,3,3,33
12867.0,1076,7862.69,4,4,44
12868.0,146,2247.06,4,4,44
12869.0,37,337.66999999999996,2,2,22
12870.0,97,1647.15,3,3,33
12871.0,18,744.02,1,2,12
12872.0,438,3678.34,4,4,44
12873.0,35,2027.3,2,3,23
12874.0,49,933.42,2,3,23
12875.0,8,1356.9900000000002,1,3,13
12876.0,171,4068.59,4,4,44
12877.0,277,2955.17,4,4,44
12878.0,49,841.64,2,2,22
12879.0,12,552.57,1,2,12
12880.0,36,640.13,2,2,22
12881.0,7,298.0,1,1,11
12882.0,13,1463.04,1,3,13
12883.0,42,703.47,2,2,22
12884.0,7,309.05,1,1,11
12885.0,72,1158.27,3,3,33
12886.0,86,1351.09,3,3,33
12887.0,13,222.4,1,1,11
12888.0,7,313.77,1,1,11
12889.0,27,365.66,2,2,22
12890.0,139,717.27,3,2,32
12891.0,12,819.5,1,2,12
12892.0,18,263.38,1,1,11
12893.0,34,188.14,2,1,21
12894.0,21,157.35,1,1,11
12895.0,24,347.3,2,2,22
12896.0,1,-29.75,1,1,11
12897.0,14,514.25,1,2,12
12898.0,32,310.96,2,1,21
12899.0,17,366.4,1,2,12
12900.0,13,340.33000000000004,1,2,12
12901.0,125,16293.1,3,4,34
12902.0,10,138.68,1,1,11
12903.0,41,833.5300000000001,2,2,22
12904.0,72,509.58,3,2,32
12905.0,55,1011.82,3,3,33
12906.0,63,2919.81,3,4,34
12907.0,29,440.36,2,2,22
12908.0,7,1272.0,1,3,13
12909.0,168,3034.77,4,4,44
12910.0,138,5747.02,3,4,34
12911.0,248,1680.47,4,3,43
12912.0,24,1662.3,2,3,23
12913.0,96,6700.86,3,4,34
12914.0,9,223.98,1,1,11
12915.0,81,1084.85,3,3,33
12916.0,186,4630.22,4,4,44
12917.0,53,4329.5,2,4,24
12918.0,3,-10953.5,1,1,11
12919.0,52,1301.44,2,3,23
12920.0,60,488.09000000000003,3,2,32
12921.0,1612,34639.45,4,4,44
12922.0,28,405.38,2,2,22
12923.0,62,789.87,3,2,32
12924.0,76,2423.15,3,4,34
12925.0,50,729.33,2,2,22
12926.0,274,1548.46,4,3,43
12927.0,11,197.31,1,1,11
12928.0,179,4304.89,4,4,44
12929.0,9,105.1,1,1,11
12930.0,27,409.90000000000003,2,2,22
12931.0,282,71299.67,4,4,44
12932.0,95,1698.56,3,3,33
12933.0,300,1627.28,4,3,43
12934.0,2,181.65,1,1,11
12935.0,260,4182.01,4,4,44
12936.0,63,1012.9,3,3,33
12937.0,217,3097.61,4,4,44
12938.0,9,114.14,1,1,11
12939.0,86,25264.8,3,4,34
12940.0,103,876.29,3,3,33
12941.0,27,377.49,2,2,22
12942.0,91,942.65,3,3,33
12943.0,27,489.0,2,2,22
12944.0,30,604.51,2,2,22
12945.0,51,900.11,2,3,23
12946.0,20,324.45,1,1,11
12947.0,120,1711.33,3,3,33
12948.0,127,2306.18,3,4,34
12949.0,725,15391.0,4,4,44
12950.0,23,1843.0,2,3,23
12951.0,201,3164.42,4,4,44
12952.0,80,1382.84,3,3,33
12953.0,48,828.8100000000001,2,2,22
12954.0,10,162.45,1,1,11
12955.0,183,4734.26,4,4,44
12956.0,42,521.89,2,2,22
12957.0,500,8628.42,4,4,44
12958.0,57,539.49,3,2,32
12959.0,9,133.35,1,1,11
12960.0,70,1322.0700000000002,3,3,33
12961.0,40,211.99,2,1,21
12962.0,16,266.39,1,1,11
12963.0,197,3512.79,4,4,44
12964.0,26,132.24,2,1,21
12965.0,109,771.91,3,2,32
12966.0,10,160.18,1,1,11
12967.0,94,3840.77,3,4,34
12968.0,5,135.95,1,1,11
12969.0,5,122.45,1,1,11
12970.0,383,1524.97,4,3,43
12971.0,429,15482.74,4,4,44
12972.0,85,1115.95,3,3,33
12973.0,6,385.55,1,2,12
12974.0,32,408.95,2,2,22
12975.0,118,1993.99,3,3,33
12976.0,154,3156.38,4,4,44
12977.0,59,517.63,3,2,32
12978.0,164,2496.07,4,4,44
12979.0,57,479.54,3,2,32
12980.0,59,15909.390000000001,3,4,34
12981.0,20,372.21999999999997,1,2,12
12982.0,214,2562.12,4,4,44
12983.0,30,490.08,2,2,22
12984.0,4,97.5,1,1,11
12985.0,78,1215.6200000000001,3,3,33
12986.0,142,1991.5900000000001,3,3,33
12987.0,68,1298.51,3,3,33
12988.0,92,535.32,3,2,32
12989.0,105,12846.8,3,4,34
12990.0,27,955.5,2,3,23
12991.0,45,764.82,2,2,22
12992.0,6,93.35,1,1,11
12993.0,82,1191.26,3,3,33
12994.0,73,902.22,3,3,33
12995.0,5,200.72,1,1,11
12996.0,22,355.5,2,2,22
12997.0,121,2065.11,3,3,33
12998.0,61,897.38,3,3,33
12999.0,28,455.88,2,2,22
13000.0,65,965.0,3,3,33
13001.0,1031,24136.05,4,4,44
13002.0,23,414.13,2,2,22
13003.0,6,149.05,1,1,11
13004.0,857,11143.99,4,4,44
13005.0,60,935.03,3,3,33
13006.0,4,81.57,1,1,11
13007.0,11,175.25,1,1,11
13008.0,39,543.28,2,2,22
13009.0,4,234.0,1,1,11
13010.0,12,330.12,1,2,12
13011.0,6,101.10000000000001,1,1,11
13012.0,175,2591.1800000000003,4,4,44
13013.0,557,12601.82,4,4,44
13014.0,242,5220.83,4,4,44
13015.0,359,6465.72,4,4,44
13016.0,47,789.89,2,2,22
13017.0,1,204.0,1,1,11
13018.0,606,9742.81,4,4,44
13019.0,57,1212.95,3,3,33
13020.0,42,606.96,2,2,22
13021.0,266,4786.38,4,4,44
13022.0,5,65.3,1,1,11
13023.0,76,1449.03,3,3,33
13024.0,34,535.42,2,2,22
13025.0,13,323.39,1,1,11
13026.0,86,1690.1200000000001,3,3,33
13027.0,90,17148.0,3,4,34
13028.0,47,659.68,2,2,22
13029.0,17,1927.3,1,3,13
13030.0,159,1227.22,4,3,43
13031.0,435,3419.27,4,4,44
13032.0,219,2817.59,4,4,44
13033.0,13,220.55,1,1,11
13034.0,55,922.68,3,3,33
13035.0,45,1328.95,2,3,23
13036.0,6,307.1,1,1,11
13037.0,241,3842.55,4,4,44
13038.0,28,908.46,2,3,23
13039.0,55,1010.73,3,3,33
13040.0,43,676.99,2,2,22
13041.0,35,799.13,2,2,22
13042.0,200,1522.79,4,3,43
13043.0,14,471.57,1,2,12
13044.0,421,4824.2,4,4,44
13045.0,45,808.9200000000001,2,2,22
13046.0,56,949.25,3,3,33
13047.0,442,8466.72,4,4,44
13048.0,273,4035.16,4,4,44
13049.0,28,1384.14,2,3,23
13050.0,1047,11822.44,4,4,44
13051.0,4,155.8,1,1,11
13052.0,253,3168.53,4,4,44
13053.0,17,127.65,1,1,11
13054.0,1,-14.0,1,1,11
13055.0,158,2292.51,4,4,44
13056.0,19,209.48,1,1,11
13057.0,43,540.74,2,2,22
13058.0,8,271.40000000000003,1,1,11
13059.0,205,2272.62,4,4,44
13060.0,15,307.53000000000003,1,1,11
13061.0,10,248.61,1,1,11
13062.0,11,346.98,1,2,12
13063.0,12,188.4,1,1,11
13064.0,94,1680.74,3,3,33
13065.0,77,1255.96,3,3,33
13066.0,49,430.9,2,2,22
13067.0,32,508.51,2,2,22
13068.0,2,344.0,1,2,12
13069.0,1163,8747.47,4,4,44
13070.0,35,743.9,2,2,22
13071.0,12,129.22,1,1,11
13072.0,7,177.15,1,1,11
13073.0,27,418.08,2,2,22
13074.0,30,1362.8400000000001,2,3,23
13075.0,22,919.61,2,3,23
13076.0,9,135.4,1,1,11
13077.0,354,3040.17,4,4,44
13078.0,855,28883.83,4,4,44
13079.0,17,419.18,1,2,12
13080.0,20,260.83,1,1,11
13081.0,2430,58328.15,4,4,44
13082.0,134,7268.92,3,4,34
13083.0,22,395.43,2,2,22
13084.0,4,116.44999999999999,1,1,11
13085.0,92,1459.46,3,3,33
13086.0,47,439.33000000000004,2,2,22
13087.0,15,313.64,1,1,11
13088.0,20,236.11,1,1,11
13089.0,3438,113214.19,4,4,44
13090.0,291,13771.28,4,4,44
13091.0,122,-130.21999999999997,3,1,31
13092.0,115,2007.33,3,3,33
13093.0,1111,54073.73,4,4,44
13094.0,38,2214.6600000000003,2,4,24
13095.0,6,74.39999999999999,1,1,11
13096.0,1,419.7000000000001,1,2,12
13097.0,1042,12861.73,4,4,44
13098.0,605,28658.88,4,4,44
13099.0,1,207.36,1,1,11
13100.0,1,-1598.67,1,1,11
13101.0,51,695.4,2,2,22
13102.0,502,11440.12,4,4,44
13103.0,33,709.64,2,2,22
13104.0,30,1709.1,2,3,23
13105.0,1,72.0,1,1,11
13106.0,17,586.46,1,2,12
13107.0,189,5109.62,4,4,44
13108.0,45,1098.52,2,3,23
13109.0,74,1107.58,3,3,33
13110.0,254,2896.17,4,4,44
13111.0,12,321.88000000000005,1,1,11
13112.0,5,-5.440000000000004,1,1,11
13113.0,498,16600.25,4,4,44
13114.0,16,234.38,1,1,11
13115.0,331,5374.45,4,4,44
13116.0,31,485.19,2,2,22
13117.0,189,2642.11,4,4,44
13118.0,152,2334.1,4,4,44
13119.0,11,134.9,1,1,11
13120.0,1,30.6,1,1,11
13121.0,53,254.73,2,1,21
